0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 18 1 12 15 34 26 10 11 24 8 9 14 3 16 17 13 6 28 25 5 27 29 19 33 2 21 22 32 30 7 4 23 20 31 
0 24 16 17 10 6 21 32 4 1 20 9 7 33 29 27 8 23 30 19 25 11 15 34 31 18 14 2 5 13 3 28 12 22 26 
0 31 20 9 7 33 29 27 2 23 30 19 16 25 11 6 8 5 13 17 10 21 32 4 1 15 34 24 18 14 3 28 26 12 22 
0 18 31 5 15 3 17 27 14 28 6 11 24 9 10 1 26 8 13 16 12 34 4 20 7 33 29 2 23 30 19 25 21 32 22 
0 18 31 5 15 3 17 27 28 6 11 24 9 10 1 26 8 16 13 12 34 4 21 23 7 22 20 32 30 19 29 33 14 25 2 
0 18 31 5 15 3 17 27 14 28 6 11 24 9 10 1 26 8 13 16 12 34 4 20 2 21 7 23 30 22 32 33 29 19 25 
0 18 31 5 15 3 17 27 28 6 11 24 9 10 1 26 8 16 13 14 12 34 4 20 2 21 7 23 30 22 32 33 29 19 25 
0 18 31 34 15 3 17 27 28 6 5 11 24 9 10 1 26 8 16 13 14 12 4 20 2 21 7 23 30 22 32 33 29 19 25 
0 18 31 34 15 3 17 27 5 28 6 11 24 9 10 1 26 8 16 13 14 12 4 20 2 21 7 23 30 22 32 33 29 19 25 
0 18 31 34 15 3 17 27 5 28 6 11 24 9 10 8 26 1 14 13 16 12 20 4 2 21 7 23 30 22 32 33 29 19 25 
0 18 31 34 15 3 17 27 5 28 6 25 19 29 33 32 22 30 23 7 21 2 4 20 12 14 13 16 8 26 1 10 9 24 11 
0 18 31 34 15 3 17 27 5 28 6 25 19 29 33 32 22 30 23 7 21 2 4 20 12 14 13 16 8 11 24 9 10 26 1 
0 18 31 34 15 3 17 13 27 5 28 6 25 19 29 33 32 22 30 23 7 21 2 4 20 12 14 16 8 11 24 9 10 26 1 
0 18 31 34 15 3 17 13 27 5 28 6 25 19 29 33 21 22 30 23 7 32 2 4 20 12 14 16 8 11 24 9 10 26 1 
0 18 31 34 15 3 17 27 5 28 6 13 25 19 29 33 21 22 30 23 7 32 2 4 20 12 14 16 8 11 24 9 10 26 1 
0 18 31 34 15 3 17 19 29 27 5 28 6 13 25 33 21 22 30 23 7 32 2 4 20 12 14 16 8 11 24 9 10 26 1 
0 18 31 34 15 3 17 19 29 27 5 28 6 13 25 33 32 22 23 30 7 21 2 4 20 12 14 16 11 24 8 9 10 26 1 
0 18 31 34 15 3 17 19 29 27 5 28 6 13 25 33 21 22 32 23 30 7 2 4 20 12 14 16 11 24 8 9 10 26 1 
0 18 31 34 15 3 17 19 29 27 5 28 6 13 25 33 21 22 32 23 30 7 2 4 20 12 14 16 11 24 9 8 10 26 1 
0 18 31 34 15 3 17 19 29 27 5 28 6 13 25 33 7 30 23 32 22 21 2 4 20 12 14 16 11 24 9 8 10 26 1 
0 18 31 34 15 3 17 19 29 27 5 28 6 13 25 2 33 21 22 32 23 30 7 4 20 12 14 16 8 11 24 9 10 26 1 
0 18 12 15 34 20 16 17 19 29 27 21 2 33 30 7 4 22 32 23 14 3 13 25 5 6 28 9 8 11 24 10 26 1 31 
0 18 31 34 15 3 17 19 29 27 5 28 6 13 25 33 2 21 22 32 23 30 7 4 20 12 16 14 9 8 11 24 10 26 1 
0 18 31 34 15 3 17 19 29 27 5 28 6 13 25 33 2 21 22 32 23 30 7 4 20 12 14 16 9 8 11 24 10 26 1 
0 18 12 31 34 15 3 17 19 29 27 5 28 6 13 25 33 2 21 22 32 23 30 7 4 20 14 16 9 8 11 24 10 26 1 
0 18 31 12 34 15 3 17 19 29 27 5 28 6 13 25 33 2 21 22 32 23 30 7 4 20 14 16 9 8 11 24 10 26 1 
0 18 31 12 34 15 14 17 19 29 27 5 28 6 13 25 33 2 21 22 32 23 30 7 4 20 3 16 9 8 11 24 10 26 1 
0 18 31 12 34 15 14 17 19 29 27 5 28 6 13 25 33 2 21 22 32 23 30 7 4 20 3 16 9 8 11 24 10 26 1 
0 18 31 12 34 15 14 17 19 29 27 5 28 6 13 25 33 2 21 22 32 4 7 30 23 20 3 16 9 8 11 24 10 26 1 
0 18 31 12 34 15 14 17 19 29 27 5 28 6 13 25 33 2 21 22 32 23 30 7 4 20 3 16 9 8 24 11 10 26 1 
0 18 31 12 34 15 14 16 3 17 19 29 27 5 28 6 13 25 33 2 21 22 32 23 30 7 4 20 9 8 11 24 10 26 1 
0 18 31 12 34 15 14 16 3 17 19 29 27 5 28 6 13 25 33 2 21 22 32 4 7 30 23 20 9 8 24 11 10 26 1 
0 18 31 12 34 15 14 16 3 17 19 29 27 5 28 6 13 25 33 2 21 22 32 4 30 7 23 20 9 8 24 11 10 26 1 
0 18 1 31 12 34 15 14 16 3 17 19 29 27 5 28 6 13 25 33 2 21 22 32 4 7 30 23 20 9 8 24 11 10 26 
0 18 1 31 12 34 15 14 16 3 17 19 29 27 5 28 6 13 25 33 2 21 22 32 4 30 7 23 20 9 8 24 11 10 26 
0 18 1 31 12 34 15 14 16 3 17 19 29 27 5 28 6 13 25 33 2 21 22 32 4 30 7 23 20 9 8 24 11 10 26 
0 18 1 31 12 34 15 14 16 3 17 19 29 27 5 28 6 13 25 33 2 21 22 32 7 30 4 23 20 9 8 24 11 10 26 
0 18 1 31 12 34 15 14 16 3 17 19 29 27 5 28 6 13 25 33 2 21 22 32 7 30 4 23 20 9 8 24 11 10 26 
0 18 1 31 12 34 15 14 16 3 17 19 29 27 5 28 6 13 25 33 2 21 22 32 7 30 4 23 20 9 8 24 11 10 26 
0 18 1 31 12 34 15 14 3 16 17 19 29 27 5 28 6 13 25 33 2 21 22 32 7 30 4 23 20 9 8 24 11 10 26 
0 18 1 31 12 34 15 14 3 16 17 19 29 27 5 28 6 13 25 33 2 21 22 32 7 30 4 23 20 9 8 24 11 10 26 
0 31 18 1 15 34 12 20 22 14 16 3 17 21 2 32 23 4 7 30 33 19 29 27 5 13 25 6 28 11 24 9 8 10 26 
0 31 18 1 15 34 12 20 22 14 16 3 17 21 2 32 23 4 7 30 33 19 29 27 5 13 25 6 28 11 24 9 8 10 26 
0 31 18 1 12 34 15 20 22 14 16 3 17 21 2 32 23 4 7 30 33 19 29 27 5 13 25 6 28 11 24 9 8 10 26 
0 31 18 1 12 34 15 20 22 14 3 16 17 21 2 32 23 4 7 30 33 19 29 27 5 13 25 6 28 11 24 9 8 10 26 
0 31 18 1 12 15 34 20 22 14 16 3 17 21 2 32 23 4 7 30 33 19 29 27 5 13 25 6 28 11 24 9 8 10 26 
0 31 18 1 12 15 34 20 22 14 3 16 17 21 2 32 23 4 7 30 33 19 29 27 5 13 25 6 28 11 24 9 8 10 26 
0 31 18 1 12 15 34 20 22 14 3 16 17 21 2 32 23 4 7 30 33 19 29 27 5 13 25 6 28 11 24 9 8 10 26 
0 31 18 1 12 15 34 20 22 14 3 16 17 21 2 32 23 4 7 30 33 19 29 27 5 13 25 6 28 11 24 9 8 10 26 
0 31 18 1 12 15 34 20 22 14 3 16 17 21 2 32 23 4 7 30 33 19 29 27 5 13 25 6 28 11 24 9 8 10 26 
0 31 18 1 12 15 34 20 22 14 3 16 17 21 2 32 23 4 7 30 33 19 29 27 5 13 25 6 28 11 24 9 8 10 26 
0 31 18 1 12 15 34 20 22 14 3 16 17 21 2 32 23 4 7 30 33 19 29 27 5 13 25 6 28 11 24 9 8 10 26 
0 31 18 1 12 15 34 20 22 14 3 16 17 21 2 32 23 4 7 30 33 19 29 27 5 13 25 6 28 11 24 9 8 10 26 
0 31 18 1 12 15 34 20 22 14 3 16 17 21 2 32 23 4 7 30 33 19 29 27 5 13 25 6 28 11 24 9 8 10 26 
0 31 18 1 12 15 34 20 22 14 3 16 17 21 2 32 23 4 7 30 33 19 29 27 5 13 25 6 28 11 24 9 8 10 26 
0 31 18 1 12 15 34 20 22 14 3 16 17 21 2 32 23 4 7 30 33 19 29 27 5 13 25 6 28 11 24 9 8 10 26 
0 31 18 1 12 15 34 20 22 14 3 16 17 21 2 32 23 4 7 30 33 19 29 27 5 13 25 6 28 11 24 9 8 10 26 
0 31 18 1 12 15 34 20 22 14 3 16 17 21 2 32 23 4 7 30 33 19 29 27 5 13 25 6 28 11 24 9 8 10 26 
0 31 18 1 12 15 34 20 22 14 3 16 17 21 2 32 23 4 7 30 33 19 29 27 5 13 25 6 28 11 24 9 8 10 26 
0 31 18 1 12 15 34 20 22 14 3 16 17 21 2 32 23 4 7 30 33 19 29 27 5 13 25 6 28 11 24 9 8 10 26 
0 31 18 1 12 15 34 20 22 14 3 16 17 21 2 32 23 4 7 30 33 19 29 27 5 13 25 6 28 11 24 9 8 10 26 
0 24 16 17 10 6 21 32 4 1 20 9 7 33 29 27 8 23 30 19 25 11 15 34 31 18 14 2 5 13 3 28 12 22 26 
0 31 20 9 7 33 29 27 2 23 30 19 16 25 11 6 8 5 13 17 10 21 32 4 1 15 34 24 18 14 3 28 26 12 22 
0 18 31 5 15 3 17 27 14 28 6 11 24 9 10 1 26 8 13 16 12 34 4 20 7 33 29 2 23 30 19 25 21 32 22 
0 18 31 5 15 3 17 27 28 6 11 24 9 10 1 26 8 16 13 12 34 4 21 23 7 22 20 32 30 19 29 33 14 25 2 
0 18 31 5 15 3 17 27 14 28 6 11 24 9 10 1 26 8 13 16 12 34 4 20 2 21 7 23 30 22 32 33 29 19 25 
0 18 31 5 15 3 17 27 28 6 11 24 9 10 1 26 8 16 13 14 12 34 4 20 2 21 7 23 30 22 32 33 29 19 25 
0 18 31 34 15 3 17 27 28 6 5 11 24 9 10 1 26 8 16 13 14 12 4 20 2 21 7 23 30 22 32 33 29 19 25 
0 18 31 34 15 3 17 27 5 28 6 11 24 9 10 1 26 8 16 13 14 12 4 20 2 21 7 23 30 22 32 33 29 19 25 
0 18 31 34 15 3 17 27 5 28 6 11 24 9 10 8 26 1 14 13 16 12 20 4 2 21 7 23 30 22 32 33 29 19 25 
0 18 31 34 15 3 17 27 5 28 6 25 19 29 33 32 22 30 23 7 21 2 4 20 12 14 13 16 8 26 1 10 9 24 11 
0 18 31 34 15 3 17 27 5 28 6 25 19 29 33 32 22 30 23 7 21 2 4 20 12 14 13 16 8 11 24 9 10 26 1 
0 18 31 34 15 3 17 13 27 5 28 6 25 19 29 33 32 22 30 23 7 21 2 4 20 12 14 16 8 11 24 9 10 26 1 
0 18 31 34 15 3 17 13 27 5 28 6 25 19 29 33 21 22 30 23 7 32 2 4 20 12 14 16 8 11 24 9 10 26 1 
0 18 31 34 15 3 17 27 5 28 6 13 25 19 29 33 21 22 30 23 7 32 2 4 20 12 14 16 8 11 24 9 10 26 1 
0 18 31 34 15 3 17 19 29 27 5 28 6 13 25 33 21 22 30 23 7 32 2 4 20 12 14 16 8 11 24 9 10 26 1 
0 18 31 34 15 3 17 19 29 27 5 28 6 13 25 33 32 22 23 30 7 21 2 4 20 12 14 16 11 24 8 9 10 26 1 
0 18 31 34 15 3 17 19 29 27 5 28 6 13 25 33 21 22 32 23 30 7 2 4 20 12 14 16 11 24 8 9 10 26 1 
0 18 31 34 15 3 17 19 29 27 5 28 6 13 25 33 21 22 32 23 30 7 2 4 20 12 14 16 11 24 9 8 10 26 1 
0 18 31 34 15 3 17 19 29 27 5 28 6 13 25 33 7 30 23 32 22 21 2 4 20 12 14 16 11 24 9 8 10 26 1 
0 18 31 34 15 3 17 19 29 27 5 28 6 13 25 2 33 21 22 32 23 30 7 4 20 12 14 16 8 11 24 9 10 26 1 
0 18 12 15 34 20 16 17 19 29 27 21 2 33 30 7 4 22 32 23 14 3 13 25 5 6 28 9 8 11 24 10 26 1 31 
0 18 31 34 15 3 17 19 29 27 5 28 6 13 25 33 2 21 22 32 23 30 7 4 20 12 16 14 9 8 11 24 10 26 1 
0 18 31 34 15 3 17 19 29 27 5 28 6 13 25 33 2 21 22 32 23 30 7 4 20 12 14 16 9 8 11 24 10 26 1 
0 18 12 31 34 15 3 17 19 29 27 5 28 6 13 25 33 2 21 22 32 23 30 7 4 20 14 16 9 8 11 24 10 26 1 
0 18 31 12 34 15 3 17 19 29 27 5 28 6 13 25 33 2 21 22 32 23 30 7 4 20 14 16 9 8 11 24 10 26 1 
0 18 31 12 34 15 14 17 19 29 27 5 28 6 13 25 33 2 21 22 32 23 30 7 4 20 3 16 9 8 11 24 10 26 1 
0 18 31 12 34 15 14 17 19 29 27 5 28 6 13 25 33 2 21 22 32 23 30 7 4 20 3 16 9 8 11 24 10 26 1 
0 18 31 12 34 15 14 17 19 29 27 5 28 6 13 25 33 2 21 22 32 4 7 30 23 20 3 16 9 8 11 24 10 26 1 
0 18 31 12 34 15 14 17 19 29 27 5 28 6 13 25 33 2 21 22 32 23 30 7 4 20 3 16 9 8 24 11 10 26 1 
0 18 31 12 34 15 14 16 3 17 19 29 27 5 28 6 13 25 33 2 21 22 32 23 30 7 4 20 9 8 11 24 10 26 1 
0 18 31 12 34 15 14 16 3 17 19 29 27 5 28 6 13 25 33 2 21 22 32 4 7 30 23 20 9 8 24 11 10 26 1 
